ingredient_id_a,ingredient_inn_a,ingredient_zh_a,ingredient_id_b,ingredient_inn_b,ingredient_zh_b,cooccurrence_product_count,active_product_count,ingredient_a_product_count,ingredient_b_product_count,rate_within_a,rate_within_b,association_score,product_names,license_numbers
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0002,Camphor,,11,4,12,119,0.9167,0.0924,29.1,"百珍膏布;黃金膏;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;""德山"" 舒痠痛藥布",衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第045173號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0032,GLYCERIN (eq to GLYCEROL),,1,0,12,1,0.0833,1.0000,28.9,疼痛膏,衛署成製字第006647號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0029,Rose Oil,,1,0,12,1,0.0833,1.0000,28.9,大維貼痠痛藥布,衛署成製字第005666號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0003,Menthol,,10,4,12,124,0.8333,0.0806,25.9,"金龍藥膏布;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;""德山""象印膏藥膠布;疼痛膏;""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;""德山"" 舒痠痛藥布",衛署成製字第004211號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第006647號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第045173號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0007,Methyl salicylate,,8,3,12,94,0.6667,0.0851,23.8,"百珍膏布;黃金膏;大維貼痠痛藥布;""德山""青皮藥膠布;""德山""象印膏藥膠布;""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005910號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0031,D-Borneol,,1,0,12,2,0.0833,0.5000,20.4,疼痛膏,衛署成製字第006647號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0024,Olive Oil,,1,0,12,2,0.0833,0.5000,20.4,大維貼痠痛藥布,衛署成製字第005666號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0025,Phellodendron Bark,,1,0,12,2,0.0833,0.5000,20.4,金龍藥膏布,衛署成製字第004211號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0030,Salicyl Ethylene Glycol,,1,0,12,2,0.0833,0.5000,20.4,疼痛膏,衛署成製字第006647號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0027,Clove Oil,,1,0,12,3,0.0833,0.3333,16.7,大維貼痠痛藥布,衛署成製字第005666號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0006,Diphenhydramine,,1,0,12,18,0.0833,0.0556,6.8,黃金膏,衛署成製字第004435號
ING0019,Peppermint Oil (Oleum Menth Pip),,ING0001,Zinc Oxide,,1,1,12,22,0.0833,0.0455,6.2,"""德山""象印膏藥膠布",衛署成製字第005910號
ING0025,Phellodendron Bark,,ING0020,Gardenia Fruit Powder,,1,0,2,5,0.5000,0.2000,31.6,金龍藥膏布,衛署成製字第004211號
ING0025,Phellodendron Bark,,ING0016,Chlorpheniramine Maleate,,1,0,2,7,0.5000,0.1429,26.7,舒可達藥膠布,衛署藥製字第027371號
ING0025,Phellodendron Bark,,ING0010,Scopolia Extract,,1,0,2,8,0.5000,0.1250,25.0,舒可達藥膠布,衛署藥製字第027371號
ING0025,Phellodendron Bark,,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,2,12,0.5000,0.0833,20.4,金龍藥膏布,衛署成製字第004211號
ING0025,Phellodendron Bark,,ING0005,Thymol,,1,0,2,29,0.5000,0.0345,13.1,金龍藥膏布,衛署成製字第004211號
ING0025,Phellodendron Bark,,ING0003,Menthol,,2,0,2,124,1.0000,0.0161,12.7,金龍藥膏布;舒可達藥膠布,衛署成製字第004211號;衛署藥製字第027371號
ING0025,Phellodendron Bark,,ING0007,Methyl salicylate,,1,0,2,94,0.5000,0.0106,7.3,舒可達藥膠布,衛署藥製字第027371號
ING0025,Phellodendron Bark,,ING0002,Camphor,,1,0,2,119,0.5000,0.0084,6.5,舒可達藥膠布,衛署藥製字第027371號
ING0059,Phellodendron Bark Extract,,ING0007,Methyl salicylate,,1,1,1,94,1.0000,0.0106,10.3,"""人生""舒佈巴斯",衛署藥製字第043734號
ING0059,Phellodendron Bark Extract,,ING0002,Camphor,,1,1,1,119,1.0000,0.0084,9.2,"""人生""舒佈巴斯",衛署藥製字第043734號
ING0059,Phellodendron Bark Extract,,ING0003,Menthol,,1,1,1,124,1.0000,0.0081,9.0,"""人生""舒佈巴斯",衛署藥製字第043734號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0020,Gardenia Fruit Powder,,4,0,5,5,0.8000,0.8000,80.0,百珍膏布;黃金膏;耐斯藥膠布;藤澤藥膠布,衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005830號;衛署藥輸字第020565號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0019,Peppermint Oil (Oleum Menth Pip),,3,0,5,12,0.6000,0.2500,38.7,百珍膏布;黃金膏;耐斯藥膠布,衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005830號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0028,Eucalyptus Oil (Oleum Eucalypti),,2,0,5,10,0.4000,0.2000,28.3,耐斯藥膠布;藤澤藥膠布,衛署成製字第005830號;衛署藥輸字第020565號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0005,Thymol,,2,0,5,29,0.4000,0.0690,16.6,黃金膏;耐斯藥膠布,衛署成製字第004435號;衛署成製字第005830號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0002,Camphor,,4,0,5,119,0.8000,0.0336,16.4,百珍膏布;黃金膏;耐斯藥膠布;藤澤藥膠布,衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005830號;衛署藥輸字第020565號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,1,0,5,9,0.2000,0.1111,14.9,藤澤藥膠布,衛署藥輸字第020565號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0003,Menthol,,3,0,5,124,0.6000,0.0242,12.0,耐斯藥膠布;藤澤藥膠布;脫酸寧濕布Ａ貼片劑,衛署成製字第005830號;衛署藥輸字第020565號;衛署藥輸字第020734號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0023,Mentha Oil,,1,0,5,14,0.2000,0.0714,12.0,藤澤藥膠布,衛署藥輸字第020565號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0006,Diphenhydramine,,1,0,5,18,0.2000,0.0556,10.5,黃金膏,衛署成製字第004435號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0007,Methyl salicylate,,2,0,5,94,0.4000,0.0213,9.2,百珍膏布;黃金膏,衛署成製字第003836號;衛署成製字第004435號
ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,ING0017,Glycol Salicylate,,1,0,5,44,0.2000,0.0227,6.7,脫酸寧濕布Ａ貼片劑,衛署藥輸字第020734號
ING0011,Phellodendron Extract,,ING0010,Scopolia Extract,,4,1,8,8,0.5000,0.5000,50.0,"化能膏;""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",內衛藥製字第015731號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0011,Phellodendron Extract,,ING0016,Chlorpheniramine Maleate,,3,1,8,7,0.3750,0.4286,40.1,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0011,Phellodendron Extract,,ING0009,Sulfanilamide,,1,0,8,1,0.1250,1.0000,35.4,化能膏,內衛藥製字第015731號
ING0011,Phellodendron Extract,,ING0019,Peppermint Oil (Oleum Menth Pip),,3,1,8,12,0.3750,0.2500,30.6,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0011,Phellodendron Extract,,ING0007,Methyl salicylate,,7,5,8,94,0.8750,0.0745,25.5,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;萬應紅花溫感藥布;""得生""滅痛藥布;貼利康水性藥布;〝德山〞運動巴斯藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第035217號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第049460號
ING0011,Phellodendron Extract,,ING0002,Camphor,,7,5,8,119,0.8750,0.0588,22.7,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;萬應紅花溫感藥布;""得生""滅痛藥布;貼利康水性藥布;〝德山〞運動巴斯藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第035217號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第049460號
ING0011,Phellodendron Extract,,ING0003,Menthol,,7,5,8,124,0.8750,0.0565,22.2,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布;萬應紅花溫感藥布;""得生""滅痛藥布;貼利康水性藥布;〝德山〞運動巴斯藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號;衛署藥製字第035217號;衛署藥製字第039767號;衛署藥製字第039881號;衛署藥製字第049460號
ING0011,Phellodendron Extract,,ING0052,Glycyrrhetic Acid (Eq To Glycyrrhetinic Acid),,1,1,8,3,0.1250,0.3333,20.4,萬應紅花溫感藥布,衛署藥製字第035217號
ING0011,Phellodendron Extract,,ING0012,Diphenhydramine Hcl,,2,2,8,26,0.2500,0.0769,13.9,萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第035217號;衛署藥製字第039881號
ING0011,Phellodendron Extract,,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,1,1,8,9,0.1250,0.1111,11.8,貼利康水性藥布,衛署藥製字第039881號
ING0011,Phellodendron Extract,,ING0026,Capsicum,,2,2,8,37,0.2500,0.0541,11.6,萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第035217號;衛署藥製字第039881號
ING0011,Phellodendron Extract,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,1,0,8,10,0.1250,0.1000,11.2,寶安藥膠布,衛署藥製字第023884號
ING0047,Phenocoll,,ING0026,Capsicum,,1,0,1,37,1.0000,0.0270,16.4,朝日辣椒膏,衛署藥製字第020099號
ING0038,Pine Resina,,ING0039,Zinc (Oxide),,2,0,5,3,0.4000,0.6667,51.6,救痛藥布,衛署藥製字第034797號;衛署藥製字第037296號
ING0038,Pine Resina,,ING0026,Capsicum,,5,0,5,37,1.0000,0.1351,36.8,"辣椒膏;救痛藥布;紅椒金國德辣椒膏;""得生""辣椒膏",衛署藥製字第008581號;衛署藥製字第034797號;衛署藥製字第036547號;衛署藥製字第037296號;衛署藥製字第039531號
ING0038,Pine Resina,,ING0001,Zinc Oxide,,3,0,5,22,0.6000,0.1364,28.6,"辣椒膏;紅椒金國德辣椒膏;""得生""辣椒膏",衛署藥製字第008581號;衛署藥製字第036547號;衛署藥製字第039531號
ING0036,Resin,,ING0037,Rubber,,1,0,1,2,1.0000,0.5000,60.0,辣椒膏,衛署藥製字第003950號
ING0036,Resin,,ING0001,Zinc Oxide,,1,0,1,22,1.0000,0.0455,21.3,辣椒膏,衛署藥製字第003950號
ING0036,Resin,,ING0026,Capsicum,,1,0,1,37,1.0000,0.0270,16.4,辣椒膏,衛署藥製字第003950號
ING0029,Rose Oil,,ING0024,Olive Oil,,1,0,1,2,1.0000,0.5000,60.0,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0027,Clove Oil,,1,0,1,3,1.0000,0.3333,57.7,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,1,0,1,10,1.0000,0.1000,31.6,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,1,12,1.0000,0.0833,28.9,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0005,Thymol,,1,0,1,29,1.0000,0.0345,18.6,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0007,Methyl salicylate,,1,0,1,94,1.0000,0.0106,10.3,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0002,Camphor,,1,0,1,119,1.0000,0.0084,9.2,大維貼痠痛藥布,衛署成製字第005666號
ING0029,Rose Oil,,ING0003,Menthol,,1,0,1,124,1.0000,0.0081,9.0,大維貼痠痛藥布,衛署成製字第005666號
ING0073,Rosskastanien Extract,,ING0072,Diphenhydramine Salicylate,,1,0,1,1,1.0000,1.0000,60.0,三共藥布劑,衛署藥輸字第018475號
ING0073,Rosskastanien Extract,,ING0017,Glycol Salicylate,,1,0,1,44,1.0000,0.0227,15.1,三共藥布劑,衛署藥輸字第018475號
ING0073,Rosskastanien Extract,,ING0003,Menthol,,1,0,1,124,1.0000,0.0081,9.0,三共藥布劑,衛署藥輸字第018475號
ING0037,Rubber,,ING0042,Colophony (Eq To Rosin),,1,0,2,1,0.5000,1.0000,60.0,撒隆辣椒膏,衛署藥製字第013430號
ING0037,Rubber,,ING0036,Resin,,1,0,2,1,0.5000,1.0000,60.0,辣椒膏,衛署藥製字第003950號
ING0037,Rubber,,ING0043,Glycol Monosalicylate,,1,0,2,4,0.5000,0.2500,35.4,撒隆辣椒膏,衛署藥製字第013430號
ING0037,Rubber,,ING0001,Zinc Oxide,,2,0,2,22,1.0000,0.0909,30.2,辣椒膏;撒隆辣椒膏,衛署藥製字第003950號;衛署藥製字第013430號
ING0037,Rubber,,ING0026,Capsicum,,2,0,2,37,1.0000,0.0541,23.2,辣椒膏;撒隆辣椒膏,衛署藥製字第003950號;衛署藥製字第013430號
ING0030,Salicyl Ethylene Glycol,,ING0032,GLYCERIN (eq to GLYCEROL),,1,0,2,1,0.5000,1.0000,60.0,疼痛膏,衛署成製字第006647號
ING0030,Salicyl Ethylene Glycol,,ING0076,Tocopherol Alpha Dl- (Eq To Dl-Alpha Tocopherol),,1,0,2,1,0.5000,1.0000,60.0,"""大協"" 紓得好貼布",衛署藥輸字第022068號
ING0030,Salicyl Ethylene Glycol,,ING0031,D-Borneol,,1,0,2,2,0.5000,0.5000,50.0,疼痛膏,衛署成製字第006647號
ING0030,Salicyl Ethylene Glycol,,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,2,12,0.5000,0.0833,20.4,疼痛膏,衛署成製字第006647號
ING0030,Salicyl Ethylene Glycol,,ING0005,Thymol,,1,0,2,29,0.5000,0.0345,13.1,疼痛膏,衛署成製字第006647號
ING0030,Salicyl Ethylene Glycol,,ING0002,Camphor,,2,0,2,119,1.0000,0.0168,13.0,"疼痛膏;""大協"" 紓得好貼布",衛署成製字第006647號;衛署藥輸字第022068號
ING0030,Salicyl Ethylene Glycol,,ING0003,Menthol,,2,0,2,124,1.0000,0.0161,12.7,"疼痛膏;""大協"" 紓得好貼布",衛署成製字第006647號;衛署藥輸字第022068號
ING0008,Salicylic acid,,ING0049,Tocopherol Acetate,,1,1,15,18,0.0667,0.0556,6.1,吉品貼布,衛署藥輸字第022519號
ING0008,Salicylic acid,,ING0002,Camphor,,1,1,15,119,0.0667,0.0084,2.4,吉品貼布,衛署藥輸字第022519號
ING0008,Salicylic acid,,ING0003,Menthol,,1,1,15,124,0.0667,0.0081,2.3,吉品貼布,衛署藥輸字第022519號
ING0010,Scopolia Extract,,ING0016,Chlorpheniramine Maleate,,6,1,8,7,0.7500,0.8571,80.2,"奧林巴斯;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0010,Scopolia Extract,,ING0011,Phellodendron Extract,,4,1,8,8,0.5000,0.5000,50.0,"化能膏;""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",內衛藥製字第015731號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0010,Scopolia Extract,,ING0009,Sulfanilamide,,1,0,8,1,0.1250,1.0000,35.4,化能膏,內衛藥製字第015731號
ING0010,Scopolia Extract,,ING0004,Borneol,,3,0,8,12,0.3750,0.2500,30.6,奧林巴斯;痛穩好藥布,衛署成製字第003240號;衛署成製字第003346號;衛署成製字第008494號
ING0010,Scopolia Extract,,ING0019,Peppermint Oil (Oleum Menth Pip),,3,1,8,12,0.3750,0.2500,30.6,"""三陽"" 痠痛萬金膏;寶安藥膠布;""德山""祛風濕藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第028231號
ING0010,Scopolia Extract,,ING0007,Methyl salicylate,,7,1,8,94,0.8750,0.0745,25.5,"奧林巴斯;痛穩好藥布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第003346號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0010,Scopolia Extract,,ING0025,Phellodendron Bark,,1,0,8,2,0.1250,0.5000,25.0,舒可達藥膠布,衛署藥製字第027371號
ING0010,Scopolia Extract,,ING0003,Menthol,,7,1,8,124,0.8750,0.0565,22.2,"奧林巴斯;痛穩好藥布;""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署成製字第003240號;衛署成製字第003346號;衛署成製字第008494號;衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0010,Scopolia Extract,,ING0002,Camphor,,4,1,8,119,0.5000,0.0336,13.0,"""三陽"" 痠痛萬金膏;寶安藥膠布;舒可達藥膠布;""德山""祛風濕藥膠布",衛署藥製字第011334號;衛署藥製字第023884號;衛署藥製字第027371號;衛署藥製字第028231號
ING0010,Scopolia Extract,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,1,0,8,10,0.1250,0.1000,11.2,寶安藥膠布,衛署藥製字第023884號
ING0010,Scopolia Extract,,ING0001,Zinc Oxide,,1,0,8,22,0.1250,0.0455,7.5,痛穩好藥布,衛署成製字第003346號
ING0009,Sulfanilamide,,ING0011,Phellodendron Extract,,1,0,1,8,1.0000,0.1250,35.4,化能膏,內衛藥製字第015731號
ING0009,Sulfanilamide,,ING0010,Scopolia Extract,,1,0,1,8,1.0000,0.1250,35.4,化能膏,內衛藥製字第015731號
ING0005,Thymol,,ING0007,Methyl salicylate,,25,5,29,94,0.8621,0.2660,47.9,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;白金膏;""人生""舒寧巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;悅心巴斯膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山""青皮藥膠布;""德山""祛酸痛藥膠布;""得生""安可巴斯;救筋酸痛布;福貼藥布;透骨痠痛布;脫酸寧藥膠布;日本三笠溫感藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第019788號
ING0005,Thymol,,ING0002,Camphor,,28,5,29,119,0.9655,0.2353,47.7,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;白金膏;""人生""舒寧巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;悅心巴斯膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;〝三陽〞金系羔藥布;黃金膏;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;疼痛膏;""德山""祛酸痛藥膠布;""得生""安可巴斯;救筋酸痛布;福貼藥布;透骨痠痛布;脫酸寧藥膠布;脫酸寧涼藥布;日本三笠溫感藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004218號;衛署成製字第004435號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第018627號;衛署藥輸字第019788號
ING0005,Thymol,,ING0003,Menthol,,28,5,29,124,0.9655,0.2258,46.7,"撒隆巴斯;巴士;嘉伊娜巴斯;撒隆濕布;白金膏;""人生""舒寧巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;悅心巴斯膏布;除痠痛膏布;濕痛藥膏布;樂樂鎮痛藥膏布;金龍藥膏布;〝三陽〞金系羔藥布;大維好安巴斯;濕痛布;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;疼痛膏;""德山""祛酸痛藥膠布;""得生""安可巴斯;救筋酸痛布;福貼藥布;透骨痠痛布;脫酸寧藥膠布;脫酸寧涼藥布;日本三笠溫感藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第002108號;衛署成製字第003051號;衛署成製字第003332號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第003972號;衛署成製字第004090號;衛署成製字第004121號;衛署成製字第004148號;衛署成製字第004211號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005641號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號;衛署藥製字第027581號;衛署藥製字第032919號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號;衛署藥輸字第018359號;衛署藥輸字第018627號;衛署藥輸字第019788號
ING0005,Thymol,,ING0004,Borneol,,7,2,29,12,0.2414,0.5833,37.5,"撒隆巴斯;巴士;嘉伊娜巴斯;歡喜巴斯;""正光"" 巴斯藥膠布;大維好安巴斯;""德山""祛酸痛藥膠布",內衛成製字第000061號;內衛成製字第000971號;衛署成製字第001427號;衛署成製字第003380號;衛署成製字第003786號;衛署成製字第004545號;衛署藥製字第027581號
ING0005,Thymol,,ING0019,Peppermint Oil (Oleum Menth Pip),,6,1,29,12,0.2069,0.5000,32.2,"金龍藥膏布;黃金膏;大維貼痠痛藥布;""德山""青皮藥膠布;耐斯藥膠布;疼痛膏",衛署成製字第004211號;衛署成製字第004435號;衛署成製字第005666號;衛署成製字第005716號;衛署成製字第005830號;衛署成製字第006647號
ING0005,Thymol,,ING0024,Olive Oil,,2,0,29,2,0.0690,1.0000,26.3,濕痛藥膏布;大維貼痠痛藥布,衛署成製字第004121號;衛署成製字第005666號
ING0005,Thymol,,ING0020,Gardenia Fruit Powder,,3,0,29,5,0.1034,0.6000,24.9,金龍藥膏布;黃金膏;耐斯藥膠布,衛署成製字第004211號;衛署成製字第004435號;衛署成製字第005830號
ING0005,Thymol,,ING0006,Diphenhydramine,,5,1,29,18,0.1724,0.2778,21.9,"撒隆巴斯;撒隆濕布;黃金膏;""德山""祛酸痛藥膠布;""得生""安可巴斯",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第004435號;衛署藥製字第027581號;衛署藥製字第032919號
ING0005,Thymol,,ING0023,Mentha Oil,,4,0,29,14,0.1379,0.2857,19.9,濕痛藥膏布;福貼藥布;脫酸寧藥膠布;脫酸寧涼藥布,衛署成製字第004121號;衛署藥製字第038309號;衛署藥輸字第018359號;衛署藥輸字第018627號
ING0005,Thymol,,ING0013,Bentonite,,1,0,29,1,0.0345,1.0000,18.6,撒隆濕布,衛署成製字第002108號
ING0005,Thymol,,ING0032,GLYCERIN (eq to GLYCEROL),,1,0,29,1,0.0345,1.0000,18.6,疼痛膏,衛署成製字第006647號
ING0005,Thymol,,ING0014,Kaolin (White)(Bolus Alba),,1,0,29,1,0.0345,1.0000,18.6,撒隆濕布,衛署成製字第002108號
ING0005,Thymol,,ING0029,Rose Oil,,1,0,29,1,0.0345,1.0000,18.6,大維貼痠痛藥布,衛署成製字第005666號
ING0005,Thymol,,ING0012,Diphenhydramine Hcl,,5,1,29,26,0.1724,0.1923,18.2,"嘉伊娜巴斯;""正光"" 巴斯藥膠布;〝三陽〞金系羔藥布;大維好安巴斯;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004218號;衛署成製字第004545號;衛署藥輸字第019788號
ING0005,Thymol,,ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,2,0,29,5,0.0690,0.4000,16.6,黃金膏;耐斯藥膠布,衛署成製字第004435號;衛署成製字第005830號
ING0005,Thymol,,ING0001,Zinc Oxide,,4,0,29,22,0.1379,0.1818,15.8,"撒隆巴斯;撒隆濕布;歡喜巴斯;""得生""安可巴斯",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第003380號;衛署藥製字第032919號
ING0005,Thymol,,ING0044,Nonylic-Vanillylamide,,2,0,29,6,0.0690,0.3333,15.2,脫酸寧涼藥布;日本三笠溫感藥膠布,衛署藥輸字第018627號;衛署藥輸字第019788號
ING0005,Thymol,,ING0017,Glycol Salicylate,,5,2,29,44,0.1724,0.1136,14.0,"歡喜巴斯;""德山""祛酸痛藥膠布;救筋酸痛布;福貼藥布;透骨痠痛布",衛署成製字第003380號;衛署藥製字第027581號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第040571號
ING0005,Thymol,,ING0046,Tocopherol Acetate Alpha (Eq To Vit E Acetate) (Eq To Vitamin E Acetate),,2,1,29,8,0.0690,0.2500,13.1,救筋酸痛布;透骨痠痛布,衛署藥製字第038086號;衛署藥製字第040571號
ING0005,Thymol,,ING0031,D-Borneol,,1,0,29,2,0.0345,0.5000,13.1,疼痛膏,衛署成製字第006647號
ING0005,Thymol,,ING0025,Phellodendron Bark,,1,0,29,2,0.0345,0.5000,13.1,金龍藥膏布,衛署成製字第004211號
ING0005,Thymol,,ING0030,Salicyl Ethylene Glycol,,1,0,29,2,0.0345,0.5000,13.1,疼痛膏,衛署成製字第006647號
