product_id,license_number,license_year,chinese_name,english_name,dosage_form_raw,dosage_form_normalized,route_raw,route_normalized,application_site,local_spray_inclusion_evidence,indication_raw,indication_normalized,active_ingredient_raw,active_ingredient_normalized,strength,strength_unit,therapeutic_class,license_status,license_expiry_date,applicant,manufacturer,source_id,verified_at,processing_status
spray_0059,衛署藥製字第038771號,1995,鼻速通噴鼻劑１毫克/毫升（奧每達佐林）,BI SHU TUN NASAL SPRAY 1MG/ML(OXYMETAZOLINE),點鼻液劑,nasal_local_other,,intranasal,nasal,TFDA 劑型=點鼻液劑; 用法用量=; 品名=鼻速通噴鼻劑１毫克/毫升（奧每達佐林）/BI SHU TUN NASAL SPRAY 1MG/ML(OXYMETAZOLINE). 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,解除因感染或過敏而引起之鼻部充血及鼻炎,解除因感染或過敏而引起之鼻部充血及鼻炎,OXYMETAZOLINE HCL,oxymetazoline,,MG,decongestant,active,2030/04/24,寶齡富錦生技股份有限公司,寶齡富錦生技股份有限公司平鎮廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0060,衛署藥製字第039046號,1995,〝井田〞鼻通爽噴鼻液０．０５％,"PITOSAN NASAL SPRAY 0.05%  ""CHINTENG""",鼻用噴液劑,nasal_spray,6歲以上每次於各⿐腔內噴1 下，每次需間隔10-12 ⼩時。未滿6 歲請洽醫師診治。,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=6歲以上每次於各⿐腔內噴1 下，每次需間隔10-12 ⼩時。未滿6 歲請洽醫師診治。; 品名=〝井田〞鼻通爽噴鼻液０．０５％/PITOSAN NASAL SPRAY 0.05%  ""CHINTENG"". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀,OXYMETAZOLINE HCL,oxymetazoline,0.5,MG,decongestant,active,2030/07/17,井田國際醫藥廠股份有限公司,井田國際醫藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0061,衛署藥製字第039047號,1995,"""近江兄弟""鼻立通噴液","BILITON NASAL SPRAY ""O.B.""",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=""近江兄弟""鼻立通噴液/BILITON NASAL SPRAY ""O.B."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水、打噴嚏症狀,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水、打噴嚏症狀,CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HCL,naphazoline,0.5; 5,MG,decongestant,active,2030/07/17,人生製藥股份有限公司,人生製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0062,衛署藥製字第048635號,2007,噴立停 鼻用噴液劑140微公克/劑量,Azetin Nasal Spray 140mcg/dose,鼻用噴液劑,nasal_spray,"成人及12歲以上兒童：每次兩鼻孔各噴一下(0.14ml=0.14mg azelastine hydrochloride)，每天使用二次(每日劑量相當於0.56mg的azelastine hydrochloride)，可依病情須要增加至每次兩鼻孔各噴二下，每天使用二次。
5~11歲兒童：每次兩鼻孔各噴一下(0.14ml=0.14mg azelastine hydrochloride)，每天使用二次(每日劑量相當於0.56mg的azelastine hydrochloride)。
老年人：現尚無針對老年人之使用的研究報告。因本品使用於局部，且其每日總計量很低，所以並無減低使用劑量的需要。",intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=成人及12歲以上兒童：每次兩鼻孔各噴一下(0.14ml=0.14mg azelastine hydrochloride)，每天使用二次(每日劑量相當於0.56mg的azelastine hydrochloride)，可依病情須要增加至每次兩鼻孔各噴二下，每天使用二次。
5~11歲兒童：每次兩鼻孔各噴一下(0.14ml=0.14mg azelastine hydrochloride)，每天使用二次(每日劑量相當於0.56mg的azelastine hydrochloride)。
老年人：現尚無針對老年人之使用的研究報告。因本品使用於局部，且其每日總計量很低，所以並無減低使用劑量的需要。; 品名=噴立停 鼻用噴液劑140微公克/劑量/Azetin Nasal Spray 140mcg/dose. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",過敏性鼻炎。,過敏性鼻炎。,AZELASTINE HYDROCHLORIDE,azelastine,,MG,antihistamine,active,2027/03/22,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0063,衛署藥製字第048636號,2007,"""強生"" 適鼻能 鼻腔定量噴液劑64微公克/劑量","BUNO NASAL AQUA 64ug/dose ""JOHNSON""",鼻用噴液劑,nasal_spray,本藥須由醫師處方使用。劑量應依個人需要調整。鼻炎：成人及大於6歲之兒童：建議之起始劑量為256ug/天。此劑量可在每天早晨1次給藥，或在早、晚分成兩次給藥使用。治療鼻息肉：建議之劑量為每天256ug。劑量可在每天早晨一次給藥，或在早、晚分成兩次給藥使用。在獲得理想之臨床效果後，應將維持劑量降低至能控制症狀最小劑量。,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=本藥須由醫師處方使用。劑量應依個人需要調整。鼻炎：成人及大於6歲之兒童：建議之起始劑量為256ug/天。此劑量可在每天早晨1次給藥，或在早、晚分成兩次給藥使用。治療鼻息肉：建議之劑量為每天256ug。劑量可在每天早晨一次給藥，或在早、晚分成兩次給藥使用。在獲得理想之臨床效果後，應將維持劑量降低至能控制症狀最小劑量。; 品名=""強生"" 適鼻能 鼻腔定量噴液劑64微公克/劑量/BUNO NASAL AQUA 64ug/dose ""JOHNSON"". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",季節性及經年性鼻炎、血管性鼻炎及治療鼻息肉的相關症狀。,季節性及經年性鼻炎、血管性鼻炎及治療鼻息肉的相關症狀。,BUDESONIDE,budesonide,,MG,corticosteroid,active,2027/03/22,強生化學製藥廠股份有限公司,強生化學製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0064,衛署藥製字第048725號,2007,鼻拿通鼻用噴液劑,Suber Nasal Spray,鼻用噴液劑,nasal_spray,如仿單。,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=如仿單。; 品名=鼻拿通鼻用噴液劑/Suber Nasal Spray. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,消除鼻部黏膜充血、黏膜炎腫、抑制鼻液分泌過多、鼻竇炎、乾草熱及呼吸道過敏。,消除鼻部黏膜充血、黏膜炎腫、抑制鼻液分泌過多、鼻竇炎、乾草熱及呼吸道過敏。,OXYMETAZOLINE HCL,oxymetazoline,,MG,decongestant,active,2027/05/07,美西製藥有限公司,美西製藥有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0065,衛署藥製字第048785號,2007,再柔靈噴鼻液 0.1%,Xyzoline Nasal Spray 0.1%,鼻用噴液劑,nasal_spray,12歲以上，每次於鼻腔內噴2~3下，每次需間隔8-10小時。未滿12歲，請洽醫師診治。,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=12歲以上，每次於鼻腔內噴2~3下，每次需間隔8-10小時。未滿12歲，請洽醫師診治。; 品名=再柔靈噴鼻液 0.1%/Xyzoline Nasal Spray 0.1%. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2027/06/04,人人化學製藥股份有限公司,人人化學製藥股份有限公司中壢廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0066,衛署藥製字第048787號,2007,賓漱 口腔噴液劑,Benzy Spray,口腔噴液劑,oropharyngeal_spray,詳見仿單。,oromucosal_or_throat,oral_mucosal,TFDA 劑型=口腔噴液劑; 用法用量=詳見仿單。; 品名=賓漱 口腔噴液劑/Benzy Spray. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後的疼痛。,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後的疼痛。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2027/06/04,華盛頓製藥廠股份有限公司,華盛頓製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0067,衛署藥製字第048804號,2007,"'' 黃氏""倍康納鼻用噴液","Beclomase Aqueous Nasal Spray "" H.S.""",鼻用噴液劑,nasal_spray,成人：每鼻孔每天一次噴入量，每次噴兩次量(即200ug/2dose)或每天兩次每次噴一次量(即100ug/dose)。每天最高劑量為10次噴入量。小孩：按年齡或病況嚴重性，每鼻孔每次噴一次量(即100ug/dose)，每天一次至兩次。未滿12歲之孩童，每天之最高劑量給予五次噴入量(500ug/天)。,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=成人：每鼻孔每天一次噴入量，每次噴兩次量(即200ug/2dose)或每天兩次每次噴一次量(即100ug/dose)。每天最高劑量為10次噴入量。小孩：按年齡或病況嚴重性，每鼻孔每次噴一次量(即100ug/dose)，每天一次至兩次。未滿12歲之孩童，每天之最高劑量給予五次噴入量(500ug/天)。; 品名='' 黃氏""倍康納鼻用噴液/Beclomase Aqueous Nasal Spray "" H.S."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",季節性過敏性鼻炎、常年性過敏性鼻炎。,季節性過敏性鼻炎、常年性過敏性鼻炎。,BECLOMETHASONE DIPROPIONATE,beclomethasone,,MG,corticosteroid,active,2027/06/11,黃氏製藥股份有限公司,黃氏製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0068,衛署藥製字第055891號,2010,“汎生”歐瑞芬噴鼻液 0.1%,Orzefin Nasal solution 0.1%“Panbiotic”,鼻用噴液劑,nasal_spray,詳見仿單,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=詳見仿單; 品名=“汎生”歐瑞芬噴鼻液 0.1%/Orzefin Nasal solution 0.1%“Panbiotic”. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2030/12/23,臺灣汎生製藥廠股份有限公司,臺灣汎生製藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0069,衛部藥製字第061412號,2023,"""中美""炎立停口腔消炎噴液劑","Yan Li Ting Anti-inflammatory Spray ""C.M.""",口腔噴液劑,oropharyngeal_spray,請詳見仿單,oromucosal_or_throat,oral_mucosal,"TFDA 劑型=口腔噴液劑; 用法用量=請詳見仿單; 品名=""中美""炎立停口腔消炎噴液劑/Yan Li Ting Anti-inflammatory Spray ""C.M."". 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛。,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2028/01/11,興中美生技有限公司,中美兄弟製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0070,衛部藥製字第061432號,2023,"""大豐""克敏通噴鼻液0.1%","Clomiton Nasal Spray 0.1% ""T.F.""",鼻用噴液劑,nasal_spray,請詳見仿單,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=請詳見仿單; 品名=""大豐""克敏通噴鼻液0.1%/Clomiton Nasal Spray 0.1% ""T.F."". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2028/03/14,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0071,衛署藥製字第020501號,1980,"""艾力特"" 佑鼻噴霧液","UNIBE NASAL SPRAY ""ELT""",鼻用噴液劑,nasal_spray,,intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=""艾力特"" 佑鼻噴霧液/UNIBE NASAL SPRAY ""ELT"". 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",急、慢性副鼻腔炎、肥厚性鼻炎、急性鼻炎、過敏性鼻炎、感冒所引起之鼻塞、充血及上呼吸道之發炎症狀,急、慢性副鼻腔炎、肥厚性鼻炎、急性鼻炎、過敏性鼻炎、感冒所引起之鼻塞、充血及上呼吸道之發炎症狀,CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HCL,naphazoline,0.5; 1,MG,decongestant,active,2031/07/26,艾力特生技製藥股份有限公司將軍廠,艾力特生技製藥股份有限公司將軍廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0072,衛署藥製字第041040號,1997,倍樂水性噴鼻液42微公克/劑量,Belax Aqua Nasal Spray  42 mcg/dose,鼻用噴液劑,nasal_spray,,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=; 品名=倍樂水性噴鼻液42微公克/劑量/Belax Aqua Nasal Spray  42 mcg/dose. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,季節性過敏性鼻炎，常年性過敏性鼻炎，非過敏性鼻炎（鼻充血、鼻塞），血管運性鼻炎。,季節性過敏性鼻炎，常年性過敏性鼻炎，非過敏性鼻炎（鼻充血、鼻塞），血管運性鼻炎。,BECLOMETHASONE DIPROPIONATE,beclomethasone,0.42,MG,corticosteroid,active,2027/04/11,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0073,衛署藥製字第048998號,2007,〝大豐〞舒喉寧 口腔消炎噴液 1.5 毫克/毫升,THROTIN ANTI-INFLAMMATORY THROAT SPRAY 1.5 MG/ML“T.F.”,口腔噴液劑,oropharyngeal_spray,成人及12歲以上噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以上 未滿12歲噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以下及有肝、腎疾病或其他重大疾病請洽醫師診治。,oromucosal_or_throat,throat,TFDA 劑型=口腔噴液劑; 用法用量=成人及12歲以上噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以上 未滿12歲噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。6歲以下及有肝、腎疾病或其他重大疾病請洽醫師診治。; 品名=〝大豐〞舒喉寧 口腔消炎噴液 1.5 毫克/毫升/THROTIN ANTI-INFLAMMATORY THROAT SPRAY 1.5 MG/ML“T.F.”. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2027/08/30,大豐製藥股份有限公司,大豐製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0074,衛署藥製字第049954號,2009,噴可通噴鼻液 0.1%,Pen Ke Tong Nasal Solution 0.1%,鼻用噴液劑,nasal_spray,內容詳見仿單。,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=內容詳見仿單。; 品名=噴可通噴鼻液 0.1%/Pen Ke Tong Nasal Solution 0.1%. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2029/02/05,井田國際醫藥廠股份有限公司,井田國際醫藥廠股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0075,衛署藥輸字第025186號,2010,歐治鼻 噴鼻液0.05%,Otrivin Moisturizing Nasal Metered-Dose Spray 0.05%,鼻用噴液劑,nasal_spray,詳如仿單,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=詳如仿單; 品名=歐治鼻 噴鼻液0.05%/Otrivin Moisturizing Nasal Metered-Dose Spray 0.05%. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2030/05/12,英商赫力昂股份有限公司台灣分公司,HALEON CH SARL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0076,衛署藥輸字第025194號,2010,得伏寧加強消炎噴液劑3.0毫克/毫升,DIFFLAM FORTE ANTI-INFLAMMATORY THROAT SPRAY 3.0MG/ML,口腔噴液劑,oropharyngeal_spray,詳見仿單,oromucosal_or_throat,throat,TFDA 劑型=口腔噴液劑; 用法用量=詳見仿單; 品名=得伏寧加強消炎噴液劑3.0毫克/毫升/DIFFLAM FORTE ANTI-INFLAMMATORY THROAT SPRAY 3.0MG/ML. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛,BENZYDAMINE HCL,benzydamine,,GM,analgesic_or_anti_inflammatory,active,2030/05/26,裕利股份有限公司,裕利股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0077,衛部藥製字第059030號,2016,"""黃氏""舒喉爽加強消炎口腔噴劑3.0毫克/毫升","Doubleson Anti-inflammatory Spray ""H.S."" 3.0mg/ml",口腔噴液劑,oropharyngeal_spray,請詳見仿單,oromucosal_or_throat,throat,"TFDA 劑型=口腔噴液劑; 用法用量=請詳見仿單; 品名=""黃氏""舒喉爽加強消炎口腔噴劑3.0毫克/毫升/Doubleson Anti-inflammatory Spray ""H.S."" 3.0mg/ml. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛。,舒解口腔及咽喉疼痛，包括下列疾病或症狀引起的疼痛：扁桃腺炎、喉嚨痛、放射治療引起的黏膜炎、鵝口瘡潰瘍、口腔與牙周手術後疼痛。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2031/08/01,黃氏製藥股份有限公司,黃氏製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0078,衛部藥製字第059039號,2016,理冒消炎噴液劑1.5毫克/毫升,Fucole Anti-Inflammatory Spray 1.5mg/ml,口腔噴液劑,oropharyngeal_spray,請詳如仿單,oromucosal_or_throat,oral_mucosal,TFDA 劑型=口腔噴液劑; 用法用量=請詳如仿單; 品名=理冒消炎噴液劑1.5毫克/毫升/Fucole Anti-Inflammatory Spray 1.5mg/ml. 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2031/03/14,永信藥品工業股份有限公司,永信藥品工業股份有限公司台中幼獅廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0079,衛署藥製字第047146號,2010,"""元宙"" 炎必克口腔消炎噴液劑 1.5 毫克/毫升","MERIC ANTI-INFLAMMATORY SPRAY 1.5MG/ML ""Y.C.""",口腔噴液劑,oropharyngeal_spray,成人及12歲以上兒童：噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲至12歲兒童：噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲以下兒童：請洽醫師診治。 肝腎疾病患者：請洽醫師診治,oromucosal_or_throat,oral_mucosal,"TFDA 劑型=口腔噴液劑; 用法用量=成人及12歲以上兒童：噴液劑每次噴4-8下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲至12歲兒童：噴液劑每次噴4下，直接噴於疼痛及發炎部位。需要時，可每1.5-3小時使用一次。 6歲以下兒童：請洽醫師診治。 肝腎疾病患者：請洽醫師診治; 品名=""元宙"" 炎必克口腔消炎噴液劑 1.5 毫克/毫升/MERIC ANTI-INFLAMMATORY SPRAY 1.5MG/ML ""Y.C."". 口腔/咽喉局部使用訊號由劑型/用法或品名交叉支持。",緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,緩解喉嚨及口腔部位的疼痛，如喉嚨痛、舌頭或牙齦疼痛、口腔潰瘍。,BENZYDAMINE HCL,benzydamine,,MG,analgesic_or_anti_inflammatory,active,2030/03/30,元宙化學製藥股份有限公司,元宙化學製藥股份有限公司,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0080,衛署藥製字第057785號,2012,拿舒理鼻噴劑0.05%,Nasolax Nasal Spray 0.05%,鼻用噴液劑,nasal_spray,請詳閱仿單說明,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=請詳閱仿單說明; 品名=拿舒理鼻噴劑0.05%/Nasolax Nasal Spray 0.05%. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水症狀。,OXYMETAZOLINE HCL,oxymetazoline,,MG,decongestant,active,2027/12/21,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0081,衛署藥製字第057919號,2013,特索寧水性鼻用噴液劑55微公克/劑量,Trisonin Aqueous Nasal Spray 55 mcg/dose,鼻用噴液劑,nasal_spray,請詳見說明書內容,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=請詳見說明書內容; 品名=特索寧水性鼻用噴液劑55微公克/劑量/Trisonin Aqueous Nasal Spray 55 mcg/dose. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,成人之季節性及經年性過敏性鼻炎。,成人之季節性及經年性過敏性鼻炎。,TRIAMCINOLONE ACETONIDE,triamcinolone,(Triamcinolone Acetonide Micronized...0.55mg),MG,corticosteroid,active,2028/04/30,健喬信元醫藥生技股份有限公司,健喬信元醫藥生技股份有限公司健喬廠,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0082,衛署藥輸字第024908號,2008,雪之元噴鼻液,YUKINOMOTO NASAL SPRAY,鼻用噴液劑,nasal_spray,"1. 成人及12歲以上: 每次於鼻腔內噴1~3下，每次使用需間隔4小時以上。
2. 未滿12歲: 請洽醫師診治。",intranasal,nasal,"TFDA 劑型=鼻用噴液劑; 用法用量=1. 成人及12歲以上: 每次於鼻腔內噴1~3下，每次使用需間隔4小時以上。
2. 未滿12歲: 請洽醫師診治。; 品名=雪之元噴鼻液/YUKINOMOTO NASAL SPRAY. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。",暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水、打噴嚏症狀。,暫時緩解因鼻炎、過敏性鼻炎、過敏或感冒引起之鼻塞、流鼻水、打噴嚏症狀。,NAPHAZOLINE HCL;;LIDOCAINE;;CHLORPHENIRAMINE MALEATE,naphazoline; lidocaine,,MG,decongestant,active,2028/10/17,德佑藥品有限公司,"YUKINOMOTO HONTEN CO., LTD.",tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
spray_0083,衛署藥輸字第024930號,2008,塞羅通噴鼻液,Xylo-POS Nasal Spray Solution,鼻用噴液劑,nasal_spray,詳見仿單。,intranasal,nasal,TFDA 劑型=鼻用噴液劑; 用法用量=詳見仿單。; 品名=塞羅通噴鼻液/Xylo-POS Nasal Spray Solution. 鼻腔局部使用訊號由劑型/用法或品名交叉支持。,一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,一般感冒、鼻塞、流鼻水、打噴嚏、過敏性鼻炎及由過敏所引起之鼻充血。,XYLOMETAZOLINE HCL,xylometazoline,,MG,decongestant,active,2028/12/01,吉富貿易有限公司,URSAPHARM ARZNEIMITTEL GMBH,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00,core_complete_optional_missing
